,title,onion
2166,Lonely Elderly Man Visits Pond To Pelt Ducks With Rocks,1
2167,Study Finds Sedentary Lifestyle Puts Millions Of Americans At Risk Of Becoming Beautiful Just The Way They Are,1
2168,Cold Panic Grips Stacey Abrams As Trump Begins Delivering Speech Almost Identical To One She Wrote,1
2169,Trump Claims Greatest Threat Facing Nation Toys Coming To Life While Owner Not In Room,1
2170,Guilt-Ridden Stacey Abrams Wondering When She Should Tell Democrats That She Lost Her Election,1
2171,Southern Poverty Law Center Admits They Have No Idea How Dannon Yogurt Company Got On Annual List Of Hate Groups,1
2172,Reconstruction Finally Completed On Field Destroyed By United Flight 93,1
2173,Every Baby Boomer In Country Urged To Resign After Photos Emerge Of Them In Blackface,1
2174,7 Total Randos Found Dead,1
2175,Dad Heartbreakingly Thinks His Connections Can Help Son Find Job,1
2176,Yosemite Closed Indefinitely After Bear Spotted In Park,1
2177,Report: What’s A Pretty Lady Like You Doing Around An Article Like This?,1
2178,Report: It The Part Of Night Where Everyone Just Sort Of Goes Around And Remembers Commercials They Liked,1
2179,Sean McVay Begs Mother To Let Him Stay Up To Coach Rest Of Super Bowl,1
2180,Super Bowl Halftime Show Marred By Functioning Sound System,1
2181,Jared Goff Pissed He Had To Miss Friend’s Super Bowl Party For Work,1
2182,"Nurse Tells Wheelchair-Bound, Concussed Rob Gronkowski He’s At The Super Bowl With All His Friends",1
2183,Inexperienced Puppy Bowl Team Still Hasn’t Opened Eyes Yet,1
2184,Cory Booker Apologizes To Wall Street Bankers For The Mean Things He’s Going To Have To Say About Them,1
2185,Crowd Feeling Kind Of Silly Now After Spending All That Time Pleading Rooftop Sniper Not To Jump,1
2186,New Mom Self-Conscious About Scar Where Baby Punched Its Way Out Of Stomach,1
2187,First Automated Foxconn Machine Immediately Tries To Commit Suicide,1
2188,Parenting Experts Warn Screen Time Greatly Increases Risk Of Child Becoming An Influencer,1
2189,Parents’ Visit Injects $66 Into Local Apartment Economy,1
2190,Jimmy Carter Concerned Desire For Fresh Faces In Democratic Party May Hurt His Chances In 2020,1
2191,Man’s Wife Dies Of Cancer Just Like In The Movies,1
2192,Super Bowl LIII: Key Storylines To Watch,1
2193,Minnesota Resident Thinking Of Finally Packing It All Up And Moving Someplace Warm Like Michigan ,1
2194,"Dick Cheney Finally Hunts Down, Kills Man He Shot In Face In 2006",1
2195,Sean McVay Reveals Bill Belichick Occasionally Texted Him Photos Of Dead Animals After Games,1
2196,Report: Mueller Investigation Nearly Done With First Day Of Trump Campaign,1
2197,Older Cafeteria Monitor Not A Teacher Or Parent Or Anything,1
2198,"‘Follow Your Instructions, This Is All Part Of The Plan,’ Hisses Richard Nixon Tattoo Protruding From Roger Stone’s Back",1
2199,Man Losing Respect For Incompetent Boss Who Won’t Fire Him,1
2200,Taliban Agrees To Peace Deal Despite Concerns About America’s Human-Rights Record,1
2201,340 Million Social Security Numbers Obtained By Federal Government In Massive Personal Data Breach,1
2202,Howard Schultz Considering Independent Presidential Run After Finding No Initial Support Among Any Voter Groups,1
2203,Local Brother-In-Law Heard You Can Make Shitload Of Money Doing That,1
2204,Grandma’s #MeToo Stories Fucking Horrifying,1
2205,Mavericks Retire Dirk Nowitzki’s Jersey Fully Unaware He Still On Team,1
2206,Jared Kushner Assures Reporters He Never Revealed State Secrets Without Turning Huge Profit,1
2207,Tony Romo Realizes He Should Have Used Ability To Read Defenses Back When He Was Still Playing,1
2208,Emaciated Peter Alexander Burns Podium For Warmth After Being Locked In Abandoned Press Briefing Room Since December,1
2209,Teen Weirded Out After Running Over English Teacher Outside Of School,1
2210,Masked Vigilante Takes Terrorizing Black Community Into Own Hands After Local Law Enforcement Fails To Do So,1
2211,Doctors Assure Recovering Patient He Has Many More Years Of Looking At Phone Ahead Of Him,1
2212,Study: 30% Of People Who Quit Smoking Relapse After Shakily Raising Cigarette Up To Lips When Agreeing To Turn State’s Evidence,1
2213,Self-Conscious Puppet Has No Idea What To Do With Hands,1
2214,Nature Preserve Sets Up Unrealistic Expectations With Visitor’s Center Full Of Taxidermied Animals,1
2215,Giuliani: ‘Let’s Just Start Everything Over’,1
2216,"Weird Kid Opts To Sit Perfectly Still, Let Universe Decide His Fate After Teacher Instructs Class To Pair Up",1
2217,Viral Video Sparks National Debate Around Drumming In Public,1
2218,Kamala Harris Assembles Campaign Staff Of Unpaid California Prison Laborers,1
2219,Chuck Grassley Voted Against MLK Day Due To Foreseeing How Everyone Would Dishonor King’s Memory,1
2220,Man Regrets Wasting Money On College After Failing To Secure Perfect Dream Life By 24,1
2221,Dan Savage Disgusted By Letter From Perverted Reader Contemplating Oral Sex,1
2222,Man Beginning To Worry That Best Meals Already Behind Him,1
2223,Doctor Weirded Out By Patient She Just Met Providing Every Lurid Detail Of Medical History,1
2224,Orlando Locals Fear Town Starting To Become Overrun By Tourists,1
2225,Patriots Score 2 Touchdowns Against Chiefs In Preemptive Strike Before AFC Championship Game,1
2226,ICE Launches Campaign To Reunite Immigrant Children With Arresting Officer,1
2227,Tom Brady Feeling Guilty After Gorging Self On Full Order Of Kansas-City-Style Tap Water ,1
2228,Woman Didn’t Know Progress On Toxic Masculinity Would Turn Boyfriend Into Such A Weepy Little Pansy,1
2229,John Bolton Insists Iran Likely Harboring Dangerous Terrorist Osama Bin Laden,1
2230,"‘Don’t Make Me Regret This,’ Mueller Tells Rick Gates Before Uncuffing Him To Work On Investigation Together",1
2231,Poll Finds 100% Of Americans Blame Shutdown Entirely On Colorado Representative Scott Tipton,1
2232,Presumptuous Congressional Freshman Thinks She Can Just Come In And Represent Constituents,1
2233,Ames Executives Scrambling After New Shovel Design Leaks,1
2234,This The Fuck Harness Sex Shop Worker Has At Home,1
2235,Report: There No Way Of Knowing Whether The Vague Award Mom Won At Work A Big Deal Or What ,1
2236,Fox News Debuts Premium Channel For 24-Hour Coverage Of Alexandria Ocasio-Cortez,1
2237,"Woman Rushes To Hide Fragile Objects, Cover Up Sharp Corners On Tables Before Boyfriend Comes Over",1
2238,Pretentious Woman Refers To Slam Piece As ‘Partner’,1
2239,Furloughed Government Employee Using Time Off To Visit Local Food Pantry She Been Hearing About,1
2240,"Fed-Up EU Rejects United Kingdom, Gives British 30 Days To Vacate Europe",1
2241,Viagra Announces Real Medicine That Gave Customers Erections Was Confidence All Along,1
2242,NBA Ref Petrified After Seeing Depiction Of Own Death While Looking Under Replay Hood,1
2243,Poll Shows Increasing Number Of Voters Blame Founding Fathers For Starting America,1
2244,Chuck Schumer Honestly Pretty Amazed He Hasn’t Caved Yet,1
2245,Man Crouched Inside Of Robotic Welding Arm Terrified Robot Will Eventually Take His Job,1
2246,"Mom Wants To Know If You Could Use Grandma’s Antique, 12-Person Dining Room Table In Your Studio Apartment",1
2247,GOP Strips Steve King Of Post On Powerful House Segregation Committee,1
2248,Furloughed Federal Employee Starts Online Search For New Government,1
2249,Advisors Instruct William Barr To Avoid Referring To Trump As ‘My Liege’ During Confirmation Hearing,1
2250,Nation’s Idiots Announce Plans To Jump Off Their Roofs Into A Pile Of Snow And Break Their Fucking Legs,1
2251,Tinder Announces App Will No Longer Match Users Solely With Distant Relatives,1
2252,Ethan Hawke’s Body Found Dumped In Laurel Canyon As 2019 Oscar Race Heats Up,1
2253,CIA Issues Posthumous Apology After New Evidence Clears Osama Bin Laden Of Involvement In 9/11 Attacks,1
2254,"It’s Not An Easy Thing To Admit When You’re Wrong, And That’s Why I Won’t Do It",1
2255,Joe Buck Tears Rotator Cuff After Awkward Throw Down To Sideline,1
2256,NFL Defends Right To Subject Eric Reid To Random Stop-And-Frisks,1
2257,Charity Notes Even One Dollar Can Help A Needy Child But You’d Have To Be A Dick To Give That Little,1
2258,"Nation’s Panicked, Blood-Covered Citizens Demand You Give Them Just One Goddamn Second To Think",1
2259,Exhausted Robert Mueller Turns Off Phone To Give Himself Breather From Russia Probe News Over Holiday Break,1
2260,Man Watches Helplessly As White Elephant Exchange Completely Devolves Into Friends Just Chatting And Having Nice Time,1
2261,Mental Health Experts Say Friends Giving Away Possessions Could Be Warning Sign They Planning On Moving,1
2262,Emotional El Chapo Reunited With Family Following Passage Of Criminal Justice Reform Bill ,1
2263,Federal Reserve Cites Healthy Economy In Decision To Have Baby,1
2264,Man Methodically Explains Origin Behind Every Poster Hanging In Apartment,1
2265,Relationship Experts Say Healthy Couples Should Be Renewing Their Vows 3 Times A Week,1
2266,"Ho, Ho, Ho! Send Me $100 Billion By Christmas Or I Will Detonate A Dirty Bomb In 5 Major Cities!",1
2267,Voyeur Researchers Recommend At Least 7 Hours Of Watching Someone Sleep Per Night,1
2268,Man Spends Long Day At Work Waiting To Go Home And Be Lonely,1
2269,Raiders Announce Plan To Play 2019 Home Games In Jon Gruden’s Backyard,1
2270,Firefighter Excitedly Checks Drop-Off Bin To See If They Got Any Babies While They Were Out,1
2271,The Trump Presidency In 2018,1
2272,Ecstatic Pope Francis Finally Lands Role As Mary In St. Peter’s Christmas Pageant,1
2273,Entirety Of Browns Dawg Pound Euthanized Following Rabies Outbreak,1
2274,Man Finally Able To Forgive Self For Terrible Mistake He Made 2 Seconds Ago,1
2275,KFC Blames Popeyes For Releasing Serial Rapist From Prison In New Attack Ad Campaign,1
2276,"Ryan Zinke Apologizes For Misuse Of Government Funds By Sending Ethics Committee $160,000 Vase",1
2277,Trump Administration Launches Human Rights Investigation Into Senate’s Harsh Treatment Of Mohammad Bin Salman,1
2278,Everything Reminds Man Of ‘Her’,1
2279,Woman Who Hasn’t Bought Anything Recently Wondering Why She Suddenly Happy,1
2280,Report: Greatest Factor In Employee Retention Boss Sending Out End-Of-Year Note Titled ‘Thanks Team’ ,1
2281,This Is The Year I’m Finally Going To Burn Your House Down,1
2282,Red Cross Issues Reminder They Can’t Accept Donations From People With Loose Blood Cupped In Hands,1
2283,CNN Opens Up 24-Hour Anonymous Tip Line For Anyone With Synonyms For ‘Mueller Closing In’,1
2284,Nation Finally Ready To Look At More Sidewalk Drawings That Look Like Big Holes But Are Actually Just Flat,1
2285,New Smithsonian Exhibit Honors Thousands Of Pets Who Joined Workforce After Owners Left To Fight In World War II,1
2286,Mortician Always Keeps Hammer At Tableside Just In Case One Comes Back To Life,1
2287,U.S. Military Honors Sacrifices Of NFL Players By Wearing Jerseys Throughout December ,1
2288,Innocuous Thing You Did In Public Prompts Inside Joke That Bonds Group Of Teens For Life,1
2289,Campbell’s Unveils New Tomato Soup Humidifier,1
2290,Michael Cohen Granted Prison Work Release For New Job With Trump 2020 Campaign,1
2291,Michael Cohen Completes First Stage Of Intricate Plan To Break Incarcerated Brother Out Of Prison From Inside,1
2292,Every Person In High-End Singapore Casino Either Carrying Out Or Target Of Assassination,1
2293,Frat Nutritionists Dare Americans To Swallow More Live Goldfish,1
2294,Study Finds Average American Gets Most Physical Exertion Waving Cell Phone Around To Get Signal,1
2295,Trump Claims Substantial Portions Of The U.S.-Mexico Laser Forcefield Have Already Been Built,1
2296,"Jonesing Nation Demands Trump Tell Them Where, Exactly, Drugs Are Pouring Into Country",1
2297,Soldier Back Home From Serving At Mexico Border Still Having Nightmares About Being Used As Political Prop,1
2298,Bertolli Packaging Promises Empty Ravioli Floating In Filling-Saturated Water In Just 5 Minutes,1
2299,Authoritarian Secretary Of Transportation Declares She Has Ultimate Right Of Way In Every Traffic Scenario,1
2300,Woman Trying To Wean Self Off Coffee By Switching To Long Island Iced Tea,1
2301,MLB Hoping To Boost Attendance At League Meetings With ‘Star Wars’ Night,1
2302,White House Ficus To Leave For Virginia Arboretum After Declining Trump’s Offer To Be Chief Of Staff,1
2303,John Kelly Resigns In Last-Ditch Effort To Save His And Trump’s Friendship,1
2304,Report: Those Sensors That Flush Public Toilets Were Also Cameras This Whole Time,1
2305,Zoologists Discover New Fastest Land Animal After Pumping White-Tailed Deer Full Of Steroids,1
2306,Fox News Intern Fetching Coffee Tells Herself This Will All Pay Off When She Trump’s Secretary Of State One Day,1
2307,"Mom Sends Blurry, Indistinct Photo Of Computer Screen Showing Boots You Might Like",1
2308,"Review: ‘Super Smash Bros. Ultimate’ Sunk By Unforgivable Inclusion Of Kirby, One Of The Most Offensive Harmful Stereotypes To Ever Appear In Popular Entertainment",1
2309,"This Hotel A Goddamn Maze, Reports Father",1
2310,"I May Not Be The Prettiest Girl In The Room, But What I Do Have Is A Gun",1
2311,Top Agenda Items In Upcoming Democratic-Majority House,1
2312,Revlon Releases New Functionless Translucent Gel For Women Who Don’t Need Makeup,1
2313,Dog Who Successfully Detected Cancer In Owner Put Down For Practicing Medicine Without A License,1
2314,"Financial Experts Say Stock Market Constantly Plunging, Reaching Record Highs Leading Indicator Of Healthy Economy",1
2315,Incredibly Popular George H.W. Bush Funeral Gets Extended 2-Week Run,1
2316,Woman Finds It Worrying That All Of New Boyfriend’s Previous Relationships Ended In Breakups,1
2317,IBM Closes Jew-Tracking Division After Decades Of Declining Revenue,1
2318,"Wells Fargo Computer Glitch Accidentally Forecloses On All 5,700 Branches ",1
2319,Nervous Maid Of Honor Just Stringing Together Random Maya Angelou Quotes,1
2320,The 4 Medical Conditions That You Can Have,1
2321,Grieving Nation Solemnly Waits Extra Day For Their Amazon Shit,1
2322,Raytheon Employee Going To Be Pissed If Bonus Just Missile Again,1
2323,Gina Haspel Briefs Senators On Saudis’ ‘Shockingly Uninspired’ Khashoggi Interrogation,1
2324,Pervert On Subway Won’t Stop Staring At Masturbator,1
2325,Woman Preemptively Posts A Few Good Photos Of Herself Online Just In Case She Ever Dies In Shooting,1
2326,GOP-Controlled Wisconsin Legislature Votes To Dissolve State Rather Than Let Democrats Have It,1
2327,Guest Roster Assembled For Surprise Birthday Reveals Minimal Understanding Of Girlfriend’s Social Circle,1
2328,Researchers Publish List Of Ways Animals Can Help Fight Climate Change,1
2329,Divorced Parents A Little Hurt Child’s Christmas List Doesn’t Include Heartbreaking Wish For Them To Get Back Together,1
2330,Chemistry Teacher Encouraging Students To Fuck Around With Bunsen Burners In Last-Ditch Effort To Prove Science Is Cool,1
2331,Violence Erupts Across France As Citizens Protest High Cost Of Refilling Crème Brûlée Torches,1
2332,Man Parallel Parking Tries To Leave Enough Room Between Cars To Infuriate Other Drivers Into Just Giving Up,1
2333,Experts Recommend Just Putting Up With Everyone Else,1
2334,"Christ Super Embarrassed About All That Stupid Shit He Said 2,000 Years Ago ",1
2335,Wistful Woman Wonders If This Could Be The One She’ll Sleep With For Few Weeks Before Losing Interest,1
2336,Angela Merkel Admits She Only Attending Stupid Work Conference For Free Trip To Argentina,1
2337,Recruiter Saw Your Background In Computer Science And Thought Maybe You’d Be Interested In Working Part-Time At A Kohl’s In Sioux City,1
2338,Gimp Tied To Pole On Curb Outside Coffee Shop While Owner Inside ,1
2339,"If I Die, I Want You To Tell My Wife I Wasn’t Really That Super Into Her",1
2340,Study Finds Rising Sea Levels Result Of Expansive Colonization Effort By Dolphins,1
2341,Shop Class In Rich School District Just Teaches Students How To Deal With General Contractors,1
2342,Man Hates Having To Wear Condoms All Day Every Day,1
2343,Senate Bill To End U.S. Role In Yemen War Rejected By House Raytheon Executives,1
2344,Moon Now Overrun With Cane Toads After Species Accidentally Introduced Into Environment During Apollo 17 Mission,1
2345,Stephen King Stuck At Book Signing For Hours Writing Personalized Novels For Line Of Fans,1
2346,Nation’s Gynecologists Assure Women That Whatever Gets Stuck In There They Can Get Out,1
2347,Historians Reveal Thousands Of Immigrants Were Forced To Change Hairstyle At Ellis Island,1
2348,Report: Scientists Still Decades Away From Deciphering Wireless Bill,1
2349,Depressed Mueller Wonders What It Is About Him That Makes Everyone Lie To Him,1
2350,"Trump Insists Manafort, Assange Only Discussed How Bad Collusion Is",1
2351,Holocaust Survivors Recall Exact Day Holocaust Started Right Out Of The Blue,1
2352,"Putin Condemns Ukrainian People’s Unprovoked 1,000-Year Occupation Of South Russia",1
2353,Tear Gas Manufacturers Worried About Association With Everything Tear Gas Used For,1
2354,Report: More Travelers Avoiding Long Lines At Airport Thanks To Cinnabon PreCheck Memberships,1
2355,"Human Slave From Future Remembers When Cyber Monday Was About Celebrating Savings, Not Robot Uprising",1
2356,Coalition Of Concerned Parents Condemns Video Games’ False Depiction Of How Easy It Is To Smash Wooden Crates,1
2357,Study Finds Dogs Twitching In Sleep Are Dreaming About Tearing Owners Limb From Limb,1
2358,Modern-Day Rudy Fulfills Dream Of Showering With Notre Dame Football Team,1
2359,Report: You Have Been Selected To Make A Purchase At The Onion Store,1
2360,Woman Toys With Idea Of Getting Sister Something Nice They Can Do Together As Gift Before Settling On Candle,1
2361,Everyone At Thanksgiving Doing Chore To Get Away From Rest Of Family,1
2362,93-Year-Old Grandmother At Thanksgiving Worried This Last Time She Sees Fuck-Up Grandson Before He Dies,1
2363,Man Pissed After Becoming Trapped In Macy’s Thanksgiving Day Parade While Out Walking Giant Pikachu Balloon,1
2364,Humane Society Urges Americans To Opt For Shelter Turkey This Thanksgiving,1
2365,Nation’s Aunts Announce Their 2018 Thanksgiving Boyfriend Roster,1
2366,Study: Average Man Thinks Of Santa Every 7 Seconds,1
2367,Report: Purchasing Items From Onion Store Most Important Way To Either Stop Or Help Donald Trump,1
2368,Open-Ended New Bill Criminalizes Whatever Black People Up To Right Now,1
2369,The Onion Celebrates The 76th Year Of Diamond Joe's Wild-Ass Magic Carpet Ride,1
2370,Health Experts Say Tackle Football Poses Little Risk For Children Whose Brains Already Don’t Work That Well,1
2371,Yankees Avoid Luxury Tax By Moving Franchise To Offshore Location,1
2372,Woman Amazed She Found Perfect Partner Just When She Was Getting Desperate Enough To Accept Anything,1
2373,MTA Reveals They Have No Idea Where Voices Speaking To Everyone On Subway Coming From,1
2374,Nation Admits Being So Coked-Out In ’80s They Have No Memory Of Reading ‘Cujo’,1
2375,Metropolitan Museum Acquires Another Vase,1
2376,"‘Becoming A Mother Has Been The Most Thrilling Experience Of My Life,’ Reports Woman Fleeing Hospital With Stolen Baby",1
2377,Speakeasy Patrons Apparently Unaware It Legal To Go To Regular Bars Again,1
2378,Archaeologists Apologize For Murdering Last Remaining Neanderthal In Fit Of Crazed Bloodlust,1
2379,Supercuts Now Offering To Give Customers Baths For $14.99,1
2380,Khashoggi Assassin Hopes Bonus Check From Saudi Crown Prince Clears Before Execution,1
2381,China Introduces New One-Uighur Policy,1
2382,Mother Feels A Little Validated After Daughter Who Stayed Out Late Gets Murdered,1
2383,Saudi Crown Prince Begins 100 Hours Of Court-Ordered Community Service For Murdering Jamal Khashoggi,1
2384,Report: Underfunded Public Schools Lacking Basic Support Systems Leave Students Perfectly Prepared For Rest Of Life,1
2385,Wealth-Burdened Nation Grateful For Opportunity to Spend Money At New Onion Store,1
2386,Disgusting Coworker Barely Even Washed Ass Before Leaving Bathroom,1
2387,Widow Still Can’t Bring Herself To Get Rid Of Husband’s Corpse,1
2388,Recently Divorced 40-Year-Old Struggling To Navigate College Dating Scene ,1
2389,Melania Releases Statement Calling For Removal Of First Lady From White House,1
2390,Nancy Pelosi Planning To Reenergize House By Injecting Self With Blood Of Young Representatives,1
2391,"Nation’s Tourists Announce Plans To Form Circle, Clap Hands Around Guys Doing Flips And Stuff",1
2392,Naked Man Refusing To Let Unworthy Attire Touch His Body Until Launch Of New Onion Store Merchandise,1
2393,The Onion’s Guide To ‘Red Dead Redemption 2’,1
2394,Report: Nation Getting Out All Its Aggression During Monthly Calls To Wireless Provider To Fix Service,1
2395,NRA Publishes Tips For Staying Safe While Committing A Mass Shooting,1
2396,New York City Announces Subway Just For Amazon Employees Now,1
2397,Steve King Vehemently Denies Comparing Immigrants To People,1
2398,Hillary Launches Campaign To Raise $100 Million Or Else She’ll Run For President,1
2399,Surgeon General Confirms A Bit Of Blow Here And There Won’t Kill Ya,1
2400,"‘He’s Not Right For You,’ Report Relationship Experts Who Must Not Want To See You Be Happy ",1
2401,Woman Confident She Has The Safety Net It Takes To Achieve Dreams,1
2402,Study Finds Only 20% Of Seminary Graduates Go On To Become God,1
2403,Family Figures Grandpa Never Talks About WWII Because Nothing Interesting Happened To Him,1
2404,FEMA Assures Wildfire Victims Bucket Brigade Nearly Over Maryland State Line,1
2405,Friends Excitedly Gather Around Man’s Phone To Watch Shaky Footage Of Concert,1
2406,Trump Hacks Through Thick Central American Jungle In Search Of Entirely New Ethnic Group To Demonize,1
2407,Reddi-Wip Casually Announces Their Nozzles Can Easily Fit Into Most Orifices,1
2408,"City Officials Warn Against Flushing Feminine Hygiene Products After Finding 8-Foot-Long, 250-Pound Tampon Lurking In Sewers",1
2409,Georgia GOP Demands Stacey Abrams Step Down As Candidate To Avoid Conflict Of Interest,1
2410,"Study Finds Mediterranean Diet Adds Years To Your Life, But Only By Taking Them Away From Others",1
2411,Astronomers Confirm Moon Will Have Dozens Of New Phases In 2019,1
2412,Royal Baby Watch! Harry And Meghan Just Carved A Hole In The Side Of The PODS Container Where They Live Through Which Meghan Will Give Birth,1
2413,Mueller Annoyed By Dipshit Protestors Holding Up Traffic During Commute,1
2414,Department Of Interior Reopens National Parks After Filling In All Canyons Posing Hazardous Fall Risk To Visitors,1
2415,"Anguished, Screaming Trump Bans Father’s Ghost From Press Room For Silently Pointing At Him",1
2416,Mueller Wondering Why There All This Drama Over Trump’s Unpaid Parking Violations,1
2417,Sarah Huckabee Sanders Denies Doctoring Footage Showing Jim Acosta In Clown Makeup Blowing Up Gotham Hospital,1
2418,Sick Parent Offers Man Perfect Excuse To Move Back Home And Give Up Dreams,1
2419,"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens",1
2420,Better Late Than Never: Buzz Aldrin Has Announced That He Forgot To Tell Anyone He Saw A Fox On The Moon,1
2421,Beto Voter Struggling To Refocus Her Sexual Fantasies On Ted Cruz,1
2422,Pistachio-Eating Man Achieves ‘Flow’ State,1
2423,Nonprofit Places Burnouts In Jobs You Can Do Blitzed Out Of Your Mind,1
2424,Key Takeaways From The 2018 Midterms,1
2425,Upcoming ‘Red Dead Redemption 2’ Expansion Allows Players To Experience Story From Horse’s Perspective,1
2426,Trump Unveils Reelection Campaign Plan To Drive Bus Into Crowds Across Country,1
2427,Report Finds J. Geils Band’s ‘Centerfold’ Will Outlast You And All That You Create In This Life,1
2428,Bored J.B. Pritzker Brainstorming New Hobbies To Blow Money On After Winning Election,1
2429,Georgia Election Worker Assures Black Man Ballot Scanner Supposed To Sound Like Shredder,1
2430,Man Confused By Obscure Down-Ballot Measure About Deciding Who His Senator Should Be,1
2431,Uber Offering Discounted Wages For Election Day,1
2432,Pros And Cons Of Compulsory Voting,1
2433,"North Carolina Voter In Heavily Gerrymandered District Somehow Voting For Montana Senate, Mayor Of Phoenix",1
2434,"Review: ‘Red Dead Redemption 2’ Delivers With A Beautifully Rendered World, But Stumbles As An Immersive Experience Due To Its Smooth Jazz Soundtrack",1
2435,Libertarian Candidate Worried After Latest Poll Shows Him 98 Points Behind,1
2436,Americans Demand Their Voices Be Heard And Also Some Kind Of Dessert You Get After Breakfast,1
2437,Man Wishes There Were Some Kind Of Pre-Midterm Race Where Voters Could Select Better Candidates,1
2438,Nation Begs For Midterms To Be Pushed Back To Delay Start Of 2020 Presidential Campaigns,1
2439,United States Sends Laos Bill For 80 Million Undetonated Bombs Still Left In Country From Vietnam War,1
2440,"Report: More Women Choosing To Freeze Their Eggs Until Age When Sudden, Unexplained Mass Infertility Places Society On Verge Of Collapse",1
2441,Conservative Floridian Enjoys Living Under Sharia Law More Than He Thought He Would,1
2442,High School History Textbook Concludes With Little Blurb About Last 40 Years,1
2443,"‘Once They Put Me On Cheeses, I Will Finally Be Happy,’ Says Costco Employee Handing Out Free Vienna Sausage Samples",1
2444,New Trump Campaign Ad Claims That Illegal Immigrants Currently Murdering You With Knife,1
2445,White House Concerned Ryan Zinke Made Land Deal Without Giving Cut To Trump,1
2446,Midterms 2018: Key Senate Races To Watch,1
2447,Doctor Advises Man With Healthy Blood Pressure To Really Fucking Let It Rip,1
2448,Child Venture Capitalist Invests $2.50 In Friend’s Slug-Eating Enterprise,1
2449,Brian Kemp Campaign Energized After Seeing Early Voter Suppression Numbers,1
2450,HR Director Doesn’t Know What It Is About Her That Makes People Want To Unload All Their Problems,1
2451,Poll Finds 2018 Midterms Resting On Critical Swing Group Of People Who Showed Up Looking For Community Center Pottery Class,1
2452,"Jesus Announces Plans To Return Once The Dow Clears 27,000",1
2453,Original Voice Of NBA Buzzer Passes Away,1
2454,Paramedics Didn’t Realize How Hard It Would Be To Cut Drunk Woman Out Of Elmo Costume,1
2455,Woman Sick Of Being Stuck In Back Half Of Velma Costume Entire Halloween Party,1
2456,Political Scientists Trace American Democracy’s Severe Polarization To Fucking Idiots On Other Side Of Aisle,1
2457,"‘It’s Just A Costume, It’s Just A Costume,’ Man Nervously Assures Himself As Giant Hot Dog Starts Walking Toward Him",1
2458,Man Exhausted After Having To Explain Halloween Costume For Umpteenth Time,1
2459,Midterms 2018: Key House Races To Watch,1
2460,Inmates Scrambling To Replace Whitey Bulger In Prison Production Of ‘Guys And Dolls’,1
2461,God Confirms Whitey Bulger Sent To Hell For Snitching,1
2462,Trump Turns On Fox News And Tells Aides To Make Whatever They’re Saying A Law,1
2463,Haunted House Guests Escorted Into VIP Section Where They Can Touch The Performers,1
2464,Trump Claims He Can Overrule Constitution With Executive Order Because Of Little-Known ‘No One Will Stop Me’ Loophole,1
2465,Cryptic Long John Silver’s Campaign Just Says ‘You Are The Bait Now’,1
2466,Voter Just Needs To Know Which Candidate Chops Wood In A Flannel Shirt,1
2467,Dangerous Knowledge: Jerry Seinfeld Has Gone Insane After Attaining Complete Understanding Of The Deal With Dry Cleaning,1
2468,Report: Rash Not Going Away On Its Own,1
2469,Coleman Unveils New Slowly Leaking Air Mattress For House Guests Who Won’t Take A Hint,1
2470,New Study Shows Majority Of Late Afternoon Sleepiness At Work Caused By Undetected Carbon Monoxide Leak,1
2471,Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting,1
2472,Man Doesn’t Get Why People Waste Money On Therapist When They Could Just Emotionally Crush Girlfriend,1
2473,MTA Unveils $28 Billion Plan To Renovate Subway Masturbators,1
2474,‘Fox & Friends’ Denounces Bombing Suspect As Overenthusiastic Fan Whose Heart Basically In Right Place,1
2475,"‘It’s Like You’re Hearing Me But You’re Not Listening To Me,’ Says Man To Representative On Oscar Mayer Customer Service Hotline",1
2476,Queen Elizabeth Hides Out In Bushes To Catch Whoever Keeps Stealing Packages From Buckingham Palace Porch,1
2477,"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens",1
2478,Report: Average American Spends 25% Of Life Waiting In Line At Cell Phone Store,1
2479,Sunday School Teacher Can Already Tell Which Ones Going To Hell,1
2480,CDC Introduces ‘Raw Dog’ The STI Pup To Educate Children About The Dangers Of Unprotected Sex,1
2481,Saudis Tout Hundreds Of Yemeni Lives Saved By Spending So Much Time Focused On Killing Khashoggi,1
2482,Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting ‘They’re Coming To Kill You’,1
2483,Report: Logan’s Mom Put Him On A Diet,1
2484,Buzz Aldrin Recalls How Easy It Was Getting To The Moon,1
2485,Wildest Friend Called Up From Bench To Help Woman Get Over Breakup,1
2486,Study Finds Effectiveness Of Medical Treatment Skyrockets When Doctor Acts Like Condescending Dick,1
2487,Romantic Prince Harry Surprises Meghan Markle With Family’s Heirloom Colony,1
2488,14-Hour Labor Not Exactly Cakewalk For Baby Sticking Halfway Out Mother’s Vagina Either,1
2489,Man Just Knows Hillary Clinton Going To Have Opinion On Not Dying In Explosion,1
2490,Poll Finds Americans Still Fiercely Divided Along Charlotte Brontë–Emily Brontë Lines,1
2491,Chuck Schumer Relieved He’s Never Taken Stance Meaningful Enough To Have Someone Mail Him Explosive,1
2492,"Report: Just 2 More Days And You Can Forget All Of This, Vanish Into ‘Red Dead Redemption 2’",1
